MainVertexSeq,VertexID,X,Y,Z,VertexDepth,MeshScalar
113,3363,8.33067,5.39216,-11.3206,2,111.75
113,3364,7.81726,5.03245,-10.3954,1,116.333
113,3365,7.632,5.44098,-10.8626,1,113.2
113,3367,8.85636,4.77163,-10.7386,1,113.125
113,3369,7.5018,5.84955,-11.3865,1,113.5
113,3184,7.88583,6.02018,-11.9686,1,109.833
114,3186,6.19496,7.11511,-12.3718,0,115
114,3186,6.19496,7.11511,-12.3718,3,115
114,3187,6.04464,6.73,-11.6779,2,115.429
114,3188,5.57854,7.19356,-12.0431,1,114.4
114,3000,7.0108,6.8424,-12.5943,1,116.143
114,3189,7.00382,6.36873,-11.8311,1,109.429
114,3375,5.16788,6.99483,-11.4676,1,116.4
114,3376,4.96397,6.5839,-10.7364,1,117.5
114,3377,6.05805,6.31756,-11.053,1,108
114,3001,6.46748,7.33994,-12.9307,2,112.2
114,2999,7.06556,7.25986,-13.2928,1,113.8
114,2821,6.42069,7.78751,-13.5808,1,113
114,3006,5.67706,7.58888,-12.7264,1,111
115,3187,6.04464,6.73,-11.6779,0,115.429
115,3187,6.04464,6.73,-11.6779,3,115.429
115,3186,6.19496,7.11511,-12.3718,2,115
115,3188,5.57854,7.19356,-12.0431,1,114.4
115,3001,6.46748,7.33994,-12.9307,1,112.2
115,3000,7.0108,6.8424,-12.5943,1,116.143
115,3006,5.67706,7.58888,-12.7264,1,111
115,3189,7.00382,6.36873,-11.8311,2,109.429
115,3184,7.88583,6.02018,-11.9686,1,109.833
115,3002,7.87685,6.50729,-12.7757,1,112.286
115,3371,6.76268,5.97488,-11.0281,1,108.333
115,3369,7.5018,5.84955,-11.3865,1,113.5
115,3377,6.05805,6.31756,-11.053,1,108
115,3375,5.16788,6.99483,-11.4676,2,116.4
115,3372,4.39862,7.14347,-11.2096,1,115.333
115,3376,4.96397,6.5839,-10.7364,1,117.5
115,3195,4.84705,7.45773,-11.9634,1,110.833
116,3302,10.118,36.9419,-11.7747,0,98.6667
116,3302,10.118,36.9419,-11.7747,3,98.6667
116,3115,9.46687,36.7394,-12.4411,2,100.6
116,3114,8.52141,36.6179,-12.4972,1,100.625
116,2928,9.46854,36.5669,-13.3668,1,101.25
116,3116,10.2434,36.7923,-12.6092,1,99.1667
116,3301,9.22712,36.8853,-11.7182,1,99.8333
116,3303,10.9679,36.9933,-11.9043,2,98.1667
116,3117,11.0953,36.8795,-12.7499,1,99.3333
116,3304,11.8108,37.0724,-12.0643,1,99.8333
116,3490,10.8096,37.1657,-11.0824,1,98.3333
116,3491,11.681,37.2136,-11.2077,1,98.8333
116,3489,9.90133,37.1317,-11.0063,2,98
116,3488,8.98695,37.1038,-10.9487,1,99.1667
116,3677,9.64222,37.3776,-10.2676,1,99.3333
116,3678,10.5921,37.3947,-10.3147,1,99.8333
117,3303,10.9679,36.9933,-11.9043,0,98.1667
117,3303,10.9679,36.9933,-11.9043,3,98.1667
117,3116,10.2434,36.7923,-12.6092,2,99.1667
117,2928,9.46854,36.5669,-13.3668,1,101.25
117,2929,10.4023,36.7025,-13.3804,1,100.4
117,3115,9.46687,36.7394,-12.4411,1,100.6
117,3117,11.0953,36.8795,-12.7499,1,99.3333
117,3302,10.118,36.9419,-11.7747,1,98.6667
